PacketType,PayloadLen,DeviceID,Timestamp,PacketID,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Flags,Battery,CRC
2,24,3,24264,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,101
2,24,3,24321,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,158
2,24,3,24368,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,182
2,24,3,24420,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,78
2,24,3,24473,377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,149
2,24,3,24526,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,11
2,24,3,24584,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,23
2,24,3,24631,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,181
2,24,3,24684,381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,74
2,24,3,24738,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,160
2,24,3,24789,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,87
2,24,3,24839,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,228
2,24,3,24891,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,91
2,24,3,24950,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,236
2,24,3,24999,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,63
2,24,3,25051,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,30
2,24,3,25101,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,160
